x,y
1868.74,1664.0
1870.44,892.39
1872.47,2196.74
1873.41,2131.67
1873.96,1002.99
1875.21,2492.29
1876.49,2509.6
1876.81,1010.71
1878.01,2582.62
1878.23,1015.82
1878.25,2582.37
1879.17,1017.81
1879.84,1546.11
1880.05,743.64
1880.25,1385.57
1880.56,2583.76
1880.84,1020.96
1881.17,2222.02
1882.35,502.3
1882.87,748.83
1884.09,752.04
1884.97,1249.98
1885.93,754.26
1889.63,1653.96
1891.2,2683.41
1892.1,516.77
1893.73,2684.98
1894.21,4121.91
1895.32,3176.32
1897.57,3048.66
1899.53,1056.12
1900.28,1057.11
1900.68,1060.36
1901.94,1276.08
1901.97,1064.65
1902.77,1295.55
1903.68,2007.17
1904.71,2797.02
1905.48,2796.09
1906.1,2795.77
1907.03,2444.99
1907.28,1846.57
1908.48,2796.46
1910.44,1665.3
1911.22,2150.64
1912.05,1843.93
1912.39,1757.06
1912.64,1925.32
1913.03,789.13
1913.9,2796.46
1915.36,2196.4
1916.68,1839.46
1917.48,2150.58
1917.98,1907.62
1921.85,1301.09
1922.38,1928.79
1922.87,3184.39
1929.32,2491.0
1929.33,1989.76
1929.56,1646.68
1929.92,850.84
1932.97,847.19
1933.18,855.68
1936.13,3124.4
1936.27,1130.07
1936.32,1553.14
1936.98,1415.93
1937.7,1135.01
1938.14,1138.23
1938.27,1941.12
1938.85,1139.33
1940.01,1284.92
1940.88,3100.2
1941.41,2474.9
1941.87,2482.07
1943.94,2476.45
1944.39,2479.09
1945.49,2355.92
1946.23,3092.54
1947.42,3105.37
1947.84,1965.7
1947.98,2358.95
1949.41,2475.74
1951.52,3100.64
1952.62,2477.15
1952.8,2469.68
1953.5,887.13
1954.92,3088.73
1955.0,2465.63
1955.34,461.83
1956.95,1972.7
1957.41,3090.26
1957.59,1899.54
1960.34,3083.29
1961.42,2658.12
1962.34,826.19
1963.6,825.38
1965.45,1977.88
1967.02,2949.67
1978.03,1225.21
1978.3,3072.36
1981.52,926.12
1982.94,3104.53
1985.18,2723.1
1985.88,849.84
1986.19,1292.46
1986.74,2993.13
1989.08,1979.43
1993.03,1287.51
1995.63,1263.68
1996.22,3017.51
1996.81,2500.06
1999.6,3137.77
1999.95,2354.53
2000.78,1277.05
2001.05,1892.45
2001.48,1281.41
2001.91,3770.24
2003.29,1283.91
2005.46,1289.34
2007.3,1294.42
2009.95,2758.71
2010.62,2439.06
2010.84,1305.59
2011.12,1493.64
2014.5,3003.84
2016.76,3004.88
2018.02,2488.58
2018.1,1279.67
2019.04,1323.1
2020.25,1566.09
2021.56,894.33
2024.49,2997.34
2028.07,1666.9
2029.28,3156.38
2031.35,1346.79
2032.5,1351.04
2034.09,1355.51
2034.8,1739.73
2037.16,1764.82
2039.02,2735.76
2040.58,2717.01
2040.97,399.92
2042.11,1972.39
2042.83,1978.21
2044.03,1811.01
2046.0,1375.12
2050.07,1008.69
2052.18,2116.3
2052.21,1884.95
2053.76,2477.88
2054.31,1007.62
2055.09,1006.93
2056.58,2736.73
2058.33,2735.05
2058.41,2730.84
2060.97,3027.33
2061.62,2708.3
2062.68,2685.38
2062.76,2244.6
2062.86,628.91
2065.41,2630.85
2068.54,2345.46
2069.23,2987.41
2070.31,2384.82
2072.64,2431.1
2073.03,2440.3
2073.77,2974.5
2073.96,621.52
2073.98,1284.5
2074.23,2501.33
2074.69,2472.84
2074.71,2487.78
2077.98,1435.8
2079.11,2716.69
2081.25,2941.13
2081.31,2113.77
2082.03,990.27
2082.8,989.52
2084.77,3279.06
2085.49,1484.19
2086.18,988.91
2088.55,1303.19
2091.71,2981.97
2093.94,984.41
2098.78,2715.91
2103.04,2713.94
2108.17,1551.59
2108.41,1876.37
2108.52,1520.68
2108.95,1685.61
2109.11,351.09
2110.9,1544.57
2116.72,1558.96
2117.61,1542.61
2118.55,3218.42
2119.71,1543.22
2121.88,4030.04
2122.04,3213.36
2123.88,1554.16
2123.94,3210.19
2131.35,1800.0
2131.59,4020.18
2132.17,3195.49
2134.43,4023.07
2135.39,704.97
2135.97,2514.44
2140.69,1858.91
2142.53,2833.43
2145.42,3202.59
2145.95,1898.01
2146.11,1443.64
2148.01,2701.07
2148.93,3081.55
2150.38,1067.93
2150.62,1882.62
2152.46,2700.7
2154.43,1352.04
2155.71,2700.77
2156.97,2700.23
2158.86,564.83
2161.52,1875.59
2161.92,1300.86
2163.29,4041.64
2166.56,87.57
2169.91,1143.59
2179.09,1696.21
2181.2,3860.44
2181.36,2107.76
2182.72,1585.48
2186.66,3109.71
2189.58,2204.13
2189.66,87.68
2190.57,2955.62
2195.76,1123.37
2197.04,1124.31
2197.77,1322.76
2198.06,1174.72
2198.99,1454.7
2201.68,1360.1
2201.75,1363.28
2202.16,434.33
2202.65,1352.51
2203.82,1298.64
2204.17,1299.29
2204.45,1341.94
2204.73,1296.06
2204.76,1343.66
2206.1,1310.9
2208.44,2489.84
2218.35,645.47
2219.22,1196.7
2220.01,1853.75
2221.19,2055.84
2222.09,2885.76
2222.59,1314.99
2228.94,2099.78
2230.22,2870.03
2232.5,1330.98
2232.64,245.8
2234.28,252.66
2235.41,254.96
2235.49,269.26
2237.14,259.36
2238.77,249.84
2238.85,263.68
2240.05,266.39
2241.72,273.13
2247.6,2197.04
2249.54,2194.14
2251.41,2491.54
2253.36,1097.6
2255.2,2481.26
2255.37,2451.12
2255.82,4089.66
2256.9,2411.78
2256.97,2372.81
2256.97,4123.31
2259.46,4030.85
2259.81,3268.33
2260.42,2291.1
2260.79,2952.21
2261.47,2250.86
2262.22,2248.54
2262.69,614.07
2262.7,2269.74
2264.79,2664.25
2265.61,2663.67
2267.51,2950.75
2268.28,3386.68
2268.56,2663.77
2268.83,492.25
2269.5,2949.15
2270.22,3386.87
2271.62,2663.28
2274.08,1474.94
2274.3,4033.4
2274.33,2532.38
2274.35,3390.17
2275.29,4017.09
2276.47,3998.66
2277.24,3392.94
2277.67,1369.49
2278.52,3995.9
2280.06,3394.35
2283.47,371.13
2284.4,375.47
2284.46,1337.13
2285.25,379.93
2286.18,3377.56
2289.85,2940.64
2290.79,2652.97
2291.09,2727.81
2291.49,2499.02
2293.36,1319.47
2295.99,2651.52
2299.65,2651.53
2301.84,3189.96
2302.27,2650.53
2303.78,4123.27
2304.03,3187.28
2304.26,967.32
2305.48,463.38
2306.39,967.77
2306.56,3190.12
2306.66,3929.64
2306.84,1291.87
2307.8,3190.56
2308.44,461.06
2308.84,511.29
2310.05,3924.51
2310.68,3331.78
2312.12,3922.03
2312.54,1301.33
2313.22,3919.32
2313.87,449.88
2314.84,2725.65
2314.94,452.85
2315.04,3325.44
2315.59,456.68
2317.32,627.14
2319.41,455.17
2319.86,2274.41
2321.38,2391.99
2321.72,453.26
2321.77,3896.05
2321.98,624.3
2322.73,3893.53
2323.75,3300.65
2324.67,2361.24
2324.81,3891.14
2325.59,2363.47
2328.0,1492.61
2328.07,2642.6
2328.17,3885.7
2328.75,4101.64
2330.82,891.89
2331.13,1054.23
2332.87,3335.58
2333.93,124.08
2334.29,553.89
2337.02,516.68
2345.56,1833.3
2348.07,2722.67
2348.74,1344.61
2353.06,1304.35
2354.64,599.29
2356.66,1832.97
2356.96,3063.22
2359.39,3350.13
2359.43,1034.21
2359.5,1410.15
2359.54,2505.88
2360.18,931.31
2360.21,1754.37
2360.4,3810.96
2360.84,1032.41
2360.94,2892.67
2362.9,3807.4
2363.25,539.44
2363.63,1697.17
2364.29,4020.75
2365.23,168.01
2365.38,3803.75
2365.39,1853.2
2365.44,4018.46
2365.81,4017.49
2366.37,3225.96
2367.03,637.64
2367.95,1923.06
2370.02,2933.62
2371.16,2917.57
2372.09,2398.28
2373.31,639.29
2374.13,2924.11
2374.99,2372.8
2375.57,2932.41
2375.77,2337.23
2375.89,2930.44
2376.3,642.64
2376.61,529.89
2377.17,2337.1
2377.62,1609.55
2377.99,2937.61
2379.65,2930.03
2380.3,2338.82
2380.37,643.56
2380.58,2943.19
2382.6,3978.33
2383.1,2929.06
2383.43,3334.94
2385.05,3095.71
2387.08,2508.2
2389.32,2484.38
2389.58,2259.05
2390.68,1850.26
2392.17,3178.88
2392.55,1530.92
2392.67,1532.24
2394.8,1526.12
2396.28,3718.33
2396.46,3715.76
2397.01,1826.77
2397.54,84.27
2398.06,3712.73
2398.35,1993.93
2399.54,3706.87
2400.14,153.32
2401.91,2051.42
2402.05,1856.42
2402.32,1615.78
2402.49,563.89
2403.75,997.7
2403.81,3935.14
2406.45,76.34
2407.94,2797.77
2408.08,1873.23
2409.08,1695.68
2409.08,1842.48
2409.74,1696.74
2410.32,1996.31
2410.56,2066.34
2411.34,2638.32
2412.06,2796.86
2412.77,2795.98
2414.19,1377.42
2417.4,1795.55
2418.45,2710.68
2418.54,3130.34
2419.1,2678.31
2419.42,2703.22
2419.45,3031.96
2420.07,2640.21
2420.15,2081.11
2420.37,2724.35
2421.33,2631.71
2421.51,1696.4
2421.54,1443.94
2421.76,713.77
2422.38,2783.62
2422.44,2638.75
2422.72,2529.48
2423.08,2479.19
2423.92,3719.05
2424.07,2524.96
2424.47,2640.7
2426.24,1619.3
2426.58,1827.9
2427.13,2681.39
2427.16,1807.44
2427.22,2178.24
2427.65,3949.43
2427.91,2639.75
2428.32,2641.4
2428.41,1656.14
2429.4,3265.42
2429.59,2646.57
2430.22,1419.94
2430.7,113.0
2430.83,3264.61
2431.54,1619.39
2432.47,1390.36
2433.4,1537.46
2433.64,2678.11
2434.84,1805.28
2435.49,2709.86
2435.58,1412.11
2436.47,1833.28
2437.34,795.14
2437.69,2145.73
2437.9,2643.19
2438.93,2904.73
2439.27,123.92
2439.45,3053.73
2439.71,1856.88
2439.98,2838.39
2440.16,2179.39
2441.58,3483.55
2441.84,1620.75
2443.04,2347.17
2443.13,781.58
2443.44,2234.84
2443.45,2354.33
2443.46,1779.2
2443.58,1626.95
2443.66,1703.31
2445.11,3493.04
2445.92,785.62
2446.29,1643.19
2446.44,2807.11
2446.65,2278.79
2447.22,1655.71
2447.4,3486.82
2448.15,783.91
2448.31,2184.02
2448.56,1868.79
2449.39,2484.11
2449.92,478.02
2452.61,1405.26
2453.55,1178.24
2453.65,2378.06
2453.7,2442.87
2453.84,1234.79
2454.25,2834.19
2454.66,3069.65
2454.96,789.28
2455.34,1176.58
2455.73,1518.91
2455.74,3448.19
2456.61,1429.02
2456.66,2331.92
2456.89,2865.11
2457.02,2212.73
2457.16,2403.39
2457.98,2911.66
2458.33,2384.8
2458.37,2828.55
2458.63,3226.68
2458.67,3401.36
2460.49,2226.94
2462.5,1829.1
2462.92,2257.57
2466.65,1807.36
2466.93,1476.55
2470.73,1200.33
2471.33,241.27
2474.52,2497.89
2474.69,1557.76
2475.28,2891.91
2475.58,2002.02
2476.55,2908.2
2477.68,3497.53
2478.08,2518.09
2479.34,3384.72
2480.62,1441.05
2481.24,1484.87
2481.33,842.8
2481.42,3009.95
2481.49,2038.26
2481.59,3885.64
2482.25,2535.1
2482.78,3192.96
2483.37,2051.34
2483.94,824.93
2484.17,2252.89
2484.97,1444.36
2485.66,2966.04
2485.84,3388.55
2485.88,1459.44
2486.64,2043.19
2487.49,2170.28
2488.18,1443.5
2488.74,1708.3
2488.8,2385.09
2489.15,3298.29
2489.18,3299.53
2490.03,1445.14
2490.46,3352.09
2492.01,1439.36
2492.37,2170.06
2492.43,1435.87
2492.47,1709.61
2494.69,2868.03
2495.33,1711.15
2496.57,1711.08
2496.97,2335.04
2497.23,2852.65
2499.62,2645.02
2499.72,1390.08
2499.87,3209.49
2500.7,1098.01
2501.26,2529.87
2501.57,94.72
2503.17,1095.77
2503.4,1094.75
2503.61,1817.33
2503.65,2645.99
2503.76,2788.57
2504.02,2708.12
2504.6,1424.72
2506.21,1453.47
2506.29,1450.53
2506.9,2264.5
2507.59,1825.88
2507.91,2646.84
2510.27,3401.09
2511.32,873.05
2512.3,873.34
2512.48,2166.62
2513.26,2534.65
2515.03,872.83
2515.05,1069.87
2515.74,1475.88
2517.28,3315.03
2518.06,1066.29
2521.29,1630.53
2523.03,1281.59
2523.99,308.16
2524.97,1626.31
2525.24,1625.3
2525.64,1631.12
2525.74,3983.61
2528.06,1282.16
2528.47,2900.09
2528.49,3106.53
2529.38,3745.33
2531.08,1864.48
2535.04,2037.7
2536.24,1291.07
2538.71,1327.93
2542.33,1585.77
2542.53,1591.65
2542.54,4088.88
2544.74,2646.49
2545.6,1809.73
2546.64,1586.44
2548.48,1910.46
2549.34,1916.59
2549.43,1913.02
2550.36,1922.28
2552.36,1925.8
2556.28,1986.17
2557.46,3934.61
2557.89,2033.46
2558.24,2036.17
2558.32,1501.47
2558.78,2030.0
2559.24,2023.89
2559.53,2026.75
2560.79,284.59
2560.79,1563.38
2561.98,3636.7
2562.17,3427.13
2562.47,162.25
2562.71,926.14
2562.9,681.76
2564.12,3453.03
2565.61,2145.46
2566.49,2113.25
2566.95,3275.68
2567.34,3623.62
2567.59,163.59
2567.6,1161.15
2568.4,391.85
2570.93,2132.79
2571.36,2133.92
2573.3,4012.54
2575.23,166.79
2575.62,3598.98
2575.72,1230.06
2577.24,1518.87
2577.87,958.21
2579.03,2213.71
2579.09,1163.49
2579.25,2237.23
2579.47,1532.07
2581.85,383.62
2582.13,1708.78
2582.94,1709.73
2585.0,170.68
2587.1,2260.9
2587.41,3953.55
2587.67,171.29
2589.14,2904.89
2589.45,1131.08
2590.36,967.36
2592.41,1207.73
2592.93,1114.44
2594.16,1128.39
2594.41,2893.96
2595.54,2476.43
2597.18,2512.06
2601.29,3445.56
2601.72,3942.13
2601.85,3941.59
2603.43,3964.77
2603.48,72.84
2605.17,3928.04
2606.14,4112.8
2606.24,2382.61
2607.01,413.7
2609.65,2951.85
2612.01,2030.44
2613.32,3608.58
2613.51,997.43
2619.11,361.08
2620.07,1008.09
2621.43,3753.95
2621.79,3479.58
2625.51,3765.71
2625.92,3153.83
2628.78,448.3
2628.95,3778.75
2629.02,738.97
2629.54,3459.37
2629.68,2547.81
2629.91,1093.68
2630.4,740.08
2631.53,3646.02
2632.04,374.21
2632.13,3784.9
2633.35,1549.83
2633.49,2637.78
2633.71,3620.04
2635.73,1024.06
2636.18,1550.62
2636.57,381.34
2636.62,3366.96
2637.06,3594.57
2640.51,2627.02
2641.21,1592.02
2641.33,1552.71
2642.09,1539.27
2642.52,1702.91
2642.65,1483.1
2642.88,1480.11
2642.91,1801.3
2642.93,1896.34
2643.03,1630.28
2643.21,373.74
2643.51,1818.86
2643.88,1823.99
2644.14,1477.23
2644.49,1554.5
2645.8,1471.33
2647.09,1150.14
2647.24,2770.41
2647.37,2646.77
2647.38,3770.17
2647.42,1555.76
2648.09,1035.41
2648.21,3607.05
2648.45,2769.84
2649.37,1702.02
2650.49,1425.35
2650.66,2572.56
2651.48,1541.94
2652.68,2928.23
2654.41,2636.61
2655.47,2914.66
2655.93,1477.68
2657.37,2546.53
2657.66,1477.51
2658.34,425.15
2659.46,423.93
2662.2,419.94
2662.45,1479.22
2662.47,423.05
2666.44,566.16
2668.34,2504.87
2671.28,2925.5
2671.81,1327.23
2672.2,2928.88
2676.32,1076.41
2678.39,1406.85
2679.61,1128.14
2679.67,1076.85
2683.14,198.46
2688.43,2988.36
2689.85,3512.16
2690.77,2998.84
2690.82,1244.18
2692.43,1238.88
2693.62,2103.4
2697.09,3552.79
2697.88,2100.31
2698.01,2039.99
2698.17,3926.65
2698.2,2262.68
2698.5,1938.69
2698.73,2011.49
2699.03,2180.73
2699.86,1828.99
2700.06,1888.87
2700.12,534.02
2701.28,2547.67
2701.63,3399.04
2702.32,2998.06
2702.64,3107.0
2702.75,2041.81
2703.17,1132.35
2703.41,3520.09
2703.74,1127.25
2707.07,3565.55
2709.04,1091.3
2709.26,3390.94
2710.41,3189.72
2711.73,1694.68
2712.06,1814.09
2712.38,1087.82
2716.93,1086.52
2717.26,2959.91
2717.8,3531.92
2718.21,1145.66
2718.45,1086.1
2721.88,3270.14
2724.69,2991.69
2725.79,3301.7
2726.32,2980.54
2726.65,2998.86
2727.51,3492.85
2727.74,4072.2
2728.42,2987.29
2729.75,958.64
2730.41,2989.56
2730.94,2976.32
2732.82,4097.59
2732.96,3368.6
2733.97,4052.48
2734.42,2639.54
2734.57,1483.6
2735.36,2968.95
2736.16,1415.06
2737.16,3548.91
2737.44,4041.73
2738.14,4076.87
2739.48,3098.36
2740.32,1815.93
2741.5,4064.48
2741.84,1416.62
2742.84,1419.45
2743.12,2050.29
2743.58,2990.09
2745.01,4051.22
2746.03,853.57
2746.38,3929.31
2746.83,846.94
2747.02,3915.44
2749.21,4054.9
2750.47,2356.74
2751.19,3593.82
2752.13,3595.4
2752.31,1816.55
2753.5,3490.51
2754.4,2176.94
2754.59,1084.33
2756.01,2354.36
2756.03,1838.32
2757.97,3664.23
2758.76,4000.52
2759.07,3672.8
2759.3,3668.3
2760.53,768.95
2761.15,1086.06
2761.46,759.61
2762.27,2354.35
2763.26,1484.3
2763.63,1487.3
2764.14,3791.95
2767.12,2352.09
2768.27,3091.6
2768.83,1141.67
2769.09,1085.77
2769.95,3798.28
2770.2,3792.28
2770.49,3786.22
2770.49,3940.99
2770.9,3789.0
2772.83,2002.6
2773.39,1070.11
2773.81,2972.06
2773.92,1943.13
2774.57,3396.51
2775.35,3920.84
2775.39,3047.76
2775.86,3911.26
2776.63,3566.86
2777.0,3089.6
2777.55,2041.9
2778.31,3908.67
2778.64,1848.02
2780.01,628.05
2780.41,3064.24
2781.45,226.25
2781.61,3021.65
2782.5,2950.81
2783.13,4073.86
2783.14,2259.55
2783.66,1085.59
2784.63,2943.5
2785.27,2940.84
2785.62,4076.34
2785.63,1144.29
2786.17,3129.1
2786.22,1929.95
2786.49,970.26
2786.89,3087.46
2786.95,2088.94
2788.01,2934.62
2788.24,2081.16
2788.89,4079.36
2789.05,2086.2
2789.51,2344.93
2790.65,2261.45
2790.82,3101.0
2790.89,2262.93
2791.19,3295.75
2791.34,2258.19
2791.96,2929.49
2791.98,2253.21
2792.0,352.46
2792.8,2929.6
2793.21,2173.93
2793.82,242.42
2793.95,1819.98
2794.05,510.81
2794.95,509.31
2795.18,869.35
2798.52,2345.61
2798.81,2344.92
2799.64,3137.84
2801.8,3925.89
2802.26,3181.83
2802.7,4091.0
2802.95,1260.31
2803.0,3184.05
2803.03,811.06
2803.05,2345.24
2803.93,4099.37
2804.1,476.92
2804.47,4096.44
2804.52,4101.79
2805.7,4104.09
2806.24,777.5
2807.3,2897.17
2808.55,2896.45
2811.9,2892.58
2812.41,1694.15
2814.84,4091.77
2814.96,356.09
2818.54,4091.25
2821.34,3181.89
2823.05,4091.51
2824.44,2869.25
2824.91,3291.76
2825.54,237.93
2825.86,251.76
2826.23,3293.45
2827.41,3295.51
2827.62,3916.28
2827.95,4103.96
2828.32,4090.06
2830.2,583.62
2830.48,1189.7
2832.9,4106.8
2834.48,655.34
2835.11,2079.79
2836.35,358.19
2836.97,627.47
2838.19,1975.1
2838.67,1931.07
2840.18,1807.76
2840.34,1795.07
2840.82,1627.86
2841.65,225.98
2841.7,3381.79
2842.43,570.58
2842.48,630.49
2842.89,4019.89
2843.64,1629.18
2843.68,2920.72
2843.84,3386.97
2843.99,1078.54
2844.67,1075.96
2844.92,1076.12
2845.17,2843.69
2846.42,3388.58
2846.65,1500.06
2847.21,2840.21
2849.56,1299.12
2850.34,3442.81
2850.44,1631.68
2851.83,260.67
2852.28,1608.53
2852.57,1598.91
2853.23,67.9
2853.46,1751.26
2854.43,1016.7
2854.65,1707.19
2854.79,2831.62
2855.01,1631.26
2857.28,1156.8
2858.97,1379.06
2860.54,1878.02
2861.36,242.4
2861.84,2987.58
2861.85,3480.95
2862.55,1365.92
2864.43,1823.09
2866.73,1636.23
2866.86,1637.52
2867.19,2185.95
2867.49,2551.81
2868.29,68.48
2869.06,3568.96
2869.45,1639.04
2869.82,1638.27
2870.63,1639.94
2871.1,617.97
2872.17,1639.31
2873.93,1341.06
2875.93,1646.07
2876.96,2073.2
2877.07,2911.78
2878.78,3479.12
2879.16,1651.7
2879.8,3068.06
2880.07,1976.91
2880.13,2077.95
2880.27,2073.46
2880.51,2549.39
2880.78,2252.26
2881.3,2259.19
2881.98,1660.02
2882.16,2086.13
2883.27,3552.5
2883.76,75.88
2884.05,1316.41
2884.37,485.24
2885.5,2546.8
2887.22,1300.39
2887.77,1221.75
2887.96,71.19
2888.82,1092.77
2889.42,3569.17
2890.25,3178.63
2890.45,2545.72
2891.79,1700.12
2891.96,3525.98
2892.23,1705.96
2892.45,1709.76
2892.58,1702.56
2893.12,1711.94
2893.31,503.31
2893.46,3285.95
2893.84,2551.63
2894.85,740.22
2896.59,1639.15
2897.4,1195.01
2898.83,1826.45
2899.77,3385.58
2902.92,3476.5
2903.87,1742.34
2904.45,2331.99
2904.78,538.55
2905.02,1744.88
2905.07,3596.61
2905.22,1748.51
2905.35,2331.62
2905.68,514.98
2907.12,514.32
2907.18,1753.44
2907.91,3569.25
2908.94,774.41
2909.07,2528.85
2909.35,2392.18
2909.81,2408.12
2911.0,3784.0
2911.31,1221.85
2912.79,2330.89
2912.9,2258.96
2912.99,2265.22
2913.41,1761.57
2914.46,1168.1
2916.53,2783.76
2919.27,2259.33
2920.28,1765.6
2920.68,2508.43
2921.37,1768.65
2922.53,1770.7
2923.51,1771.69
2924.46,1821.11
2925.54,1105.76
2925.83,2329.18
2925.88,3601.09
2928.5,2328.43
2929.64,1833.54
2930.93,1071.97
2933.84,2663.04
2934.3,1640.1
2934.73,1770.58
2935.13,1936.4
2935.62,2390.33
2935.73,1930.38
2935.97,1907.08
2936.48,1056.99
2936.78,1924.66
2936.97,1925.8
2936.98,1211.86
2937.96,2065.76
2938.83,3569.42
2939.57,1837.66
2939.82,2256.79
2941.25,836.16
2941.35,835.81
2944.09,835.99
2945.06,1897.16
2945.35,1807.46
2949.43,997.6
2949.58,2710.32
2949.74,2712.79
2951.4,2712.83
2951.58,1172.61
2951.92,1813.4
2952.55,2747.42
2956.21,2737.55
2957.24,2755.29
2957.31,389.91
2957.38,1174.24
2960.2,1104.74
2960.43,1175.86
2960.79,3693.76
2961.86,2734.76
2963.04,1176.06
2963.08,1104.51
2963.6,392.85
2964.06,2757.43
2965.54,1535.88
2966.68,1105.5
2966.8,1338.12
2966.86,1853.56
2969.48,907.04
2971.57,2754.51
2971.69,2737.6
2972.28,1106.27
2972.69,377.75
2973.23,378.75
2973.24,2322.0
2973.6,378.21
2973.82,895.47
2975.03,2784.27
2975.28,2744.54
2976.58,1777.64
2977.43,625.56
2977.89,1903.03
2977.96,3168.32
2978.06,622.01
2978.1,779.2
2979.27,1059.17
2979.3,3672.23
2980.17,570.18
2980.51,1276.0
2982.61,1269.97
2982.71,1271.2
2982.77,623.44
2985.33,487.95
2985.68,2836.62
2986.1,1957.05
2986.27,399.84
2986.55,1277.63
2986.75,2740.35
2987.08,399.83
2989.17,401.81
2989.53,3269.56
2991.15,3568.43
2993.0,1954.28
2993.91,2880.02
2995.16,292.65
2995.56,1908.55
2996.22,1187.26
2998.12,1181.47
2999.29,277.21
2999.87,1178.52
3000.2,1175.95
3001.18,217.9
3003.09,221.36
3003.55,2948.12
3007.16,1966.32
3007.8,1880.13
3008.25,900.75
3009.27,208.56
3009.97,1238.17
3012.32,1111.47
3013.56,1105.29
3013.84,1061.31
3014.35,1280.6
3014.39,1099.33
3014.4,1102.3
3014.45,221.83
3015.66,3693.17
3017.1,217.0
3022.88,2389.79
3024.23,114.44
3026.34,2389.87
3026.72,2320.68
3029.56,2484.54
3031.42,2320.57
3031.89,1350.68
3032.33,793.81
3037.69,3714.34
3038.74,1650.39
3039.0,1708.32
3039.29,1966.5
3040.1,757.31
3040.58,3019.89
3042.2,3026.25
3042.77,732.05
3043.99,3688.5
3046.6,3013.33
3046.79,3012.73
3047.21,3163.5
3048.25,1970.46
3049.18,631.41
3049.63,2558.42
3050.57,3741.9
3052.93,3776.71
3054.61,423.54
3054.88,633.78
3056.41,1233.76
3057.53,1061.98
3057.67,635.73
3059.05,1945.49
3059.29,2706.28
3059.78,2481.09
3060.18,636.24
3060.43,1014.69
3061.16,3898.12
3061.51,1785.36
3061.84,2704.85
3061.92,2538.03
3062.16,3914.53
3062.92,1780.19
3063.06,1862.92
3063.59,1801.41
3063.99,1785.3
3066.93,1946.26
3067.63,2562.43
3067.78,3074.83
3070.21,1527.37
3071.52,1799.25
3071.75,1801.78
3073.14,4052.17
3077.34,536.4
3079.14,1277.62
3079.25,1224.98
3079.65,1332.54
3080.02,1086.99
3080.78,1406.48
3080.87,2843.95
3082.12,1709.25
3082.38,1705.76
3082.39,1707.43
3083.8,515.97
3083.87,1750.88
3084.27,3773.87
3084.74,1360.77
3085.03,2533.38
3085.53,1060.46
3085.72,1057.9
3085.86,3254.4
3085.91,1056.19
3086.24,1652.11
3086.42,1775.55
3086.77,1043.22
3086.95,1046.3
3087.89,2689.73
3089.94,2698.85
3089.97,2601.27
3090.6,2548.09
3091.08,3372.45
3091.24,1464.97
3091.62,1789.07
3092.43,1979.33
3092.87,2563.56
3093.07,2566.25
3094.33,2555.99
3094.5,1929.74
3096.7,457.79
3097.34,1652.44
3099.4,3105.36
3100.43,2645.0
3100.79,1704.61
3102.63,1506.27
3103.8,2656.99
3103.91,1651.78
3106.18,1518.17
3108.46,990.61
3109.47,322.98
3111.96,2974.33
3112.15,209.57
3112.69,1655.65
3112.77,1799.87
3113.77,2505.08
3114.37,2684.16
3114.89,2530.46
3115.15,2687.64
3115.16,2615.48
3115.68,3059.83
3116.66,2713.81
3117.21,326.44
3118.21,2681.61
3118.36,1514.83
3119.11,449.23
3120.1,447.88
3121.97,1822.25
3122.01,952.76
3122.3,2740.38
3122.38,3132.07
3122.43,305.14
3122.61,1530.25
3122.89,2695.62
3123.04,1739.12
3123.16,447.0
3123.3,932.47
3123.53,1780.32
